# US places to add for KP-places-1000
# Format: canonical_name|place_type|state_code|parent_place|lat|lon|population
White Plains|city|NY|ent_ny|41.03399|-73.76291|58459
Ocala|city|FL|ent_fl|29.1872|-82.14009|58218
Sanford|city|FL|ent_fl|28.80055|-81.27312|58111
Kokomo|city|IN|ent_in|40.48643|-86.1336|57995
New Brunswick|city|NJ|ent_nj|40.48622|-74.45182|57035
Grand Forks|city|ND|ent_nd|47.92526|-97.03285|57011
Taunton|city|MA|ent_ma|41.9001|-71.08977|56789
Manhattan|city|KS|ent_ks|39.18361|-96.57167|56308
Corvallis|city|OR|ent_or|44.56457|-123.26204|55780
Olympia|city|WA|ent_wa|47.04491|-122.90169|55733
Valdosta|city|GA|ent_ga|30.83334|-83.28032|55724
Hanford|city|CA|ent_ca|36.32745|-119.64568|55659
Castle Rock|city|CO|ent_co|39.37221|-104.85609|55591
Decatur|city|AL|ent_al|34.60593|-86.98334|55437
Anderson|city|IN|ent_in|40.10532|-85.68025|55305
Towson|city|MD|ent_md|39.4015|-76.60191|55197
Sarasota|city|FL|ent_fl|27.33643|-82.53065|55118
Pocatello|city|ID|ent_id|42.8713|-112.44553|54441
Bradenton|city|FL|ent_fl|27.49893|-82.57482|54437
Elyria|city|OH|ent_oh|41.36838|-82.10765|53775
Pensacola|city|FL|ent_fl|30.42131|-87.21691|53724
Wheaton|city|IL|ent_il|41.86614|-88.10701|53715
Harrisonburg|city|VA|ent_va|38.44957|-78.86892|52538
La Crosse|city|WI|ent_wi|43.80136|-91.23958|52306
Albany|city|OR|ent_or|44.63651|-123.10593|52175
Enid|city|OK|ent_ok|36.39559|-97.87839|51776
Caldwell|city|ID|ent_id|43.66294|-116.68736|51686
Grand Island|city|NE|ent_ne|40.92501|-98.34201|51440
Leesburg|city|VA|ent_va|39.11566|-77.5636|51209
Logan|city|UT|ent_ut|41.73549|-111.83439|50371
Harrisburg|city|PA|ent_pa|40.2737|-76.88442|50183
Galveston|city|TX|ent_tx|29.30135|-94.7977|50180
Troy|city|NY|ent_ny|42.72841|-73.69179|49906
Wilson|city|NC|ent_nc|35.72127|-77.91554|49643
Monroe|city|LA|ent_la|32.50931|-92.1193|49598
Minot|city|ND|ent_nd|48.23251|-101.29627|49450
Saginaw|city|MI|ent_mi|43.41947|-83.95081|49347
Stillwater|city|OK|ent_ok|36.11561|-97.05837|48967
Sheboygan|city|WI|ent_wi|43.75083|-87.71453|48797
Huntington|city|WV|ent_wv|38.41925|-82.44515|48638
Roswell|city|NM|ent_nm|33.39437|-104.52491|48544
Newark|city|OH|ent_oh|40.05812|-82.40126|47986
Alexandria|city|LA|ent_la|31.31129|-92.44514|47889
Barnstable|city|MA|ent_ma|41.70011|-70.29947|47821
Salina|city|KS|ent_ks|38.84028|-97.61142|47813
Twin Falls|city|ID|ent_id|42.56297|-114.46087|47468
San Luis Obispo|city|CA|ent_ca|35.28275|-120.65962|47339
Jeffersonville|city|IN|ent_in|38.27757|-85.73718|46960
Charleston|city|WV|ent_wv|38.34982|-81.63262|46838
Mansfield|city|OH|ent_oh|40.75839|-82.51545|46830
Hattiesburg|city|MS|ent_ms|31.32712|-89.29034|46805
Charlottesville|city|VA|ent_va|38.02931|-78.47668|46597
Littleton|city|CO|ent_co|39.61332|-105.01665|46368
Binghamton|city|NY|ent_ny|42.09869|-75.91797|46032
Titusville|city|FL|ent_fl|28.61222|-80.80755|45393
Hackensack|city|NJ|ent_nj|40.88593|-74.04347|44834
Pine Bluff|city|AR|ent_ar|34.22843|-92.0032|44772
Bentonville|city|AR|ent_ar|36.37285|-94.20882|44499
Fort Pierce|city|FL|ent_fl|27.44671|-80.32561|44484
York|city|PA|ent_pa|39.9626|-76.72774|43992
Concord|city|NH|ent_nh|43.20814|-71.53757|43976
El Centro|city|CA|ent_ca|32.792|-115.56305|43956
Augusta|city|GA|ent_ga|33.47097|-81.97484|43459
Bozeman|city|MT|ent_mt|45.67965|-111.03856|43405
Hilo|city|HI|ent_hi|19.72991|-155.09073|43263
Fond du Lac|city|WI|ent_wi|43.775|-88.43883|42933
Jefferson City|city|MO|ent_mo|38.5767|-92.17352|42595
Rockwall|city|TX|ent_tx|32.93123|-96.45971|42566
Burlington|city|VT|ent_vt|44.47588|-73.21207|42452
Urbana|city|IL|ent_il|40.11059|-88.20727|42311
Midland|city|MI|ent_mi|43.61558|-84.24721|42200
Danville|city|VA|ent_va|36.58597|-79.39502|42082
Belleville|city|IL|ent_il|38.52005|-89.98399|42034
Moorhead|city|MN|ent_mn|46.87386|-96.76951|42005
Prescott|city|AZ|ent_az|34.54002|-112.4685|41899
Manassas|city|VA|ent_va|38.75095|-77.47527|41764
Hutchinson|city|KS|ent_ks|38.06084|-97.92977|41569
Findlay|city|OH|ent_oh|41.04422|-83.64993|41149
Mankato|city|MN|ent_mn|44.15906|-94.00915|41044
Huntsville|city|TX|ent_tx|30.72353|-95.55078|40938
Sumter|city|SC|ent_sc|33.92044|-80.34147|40816
Annapolis|city|MD|ent_md|38.97859|-76.49184|40812
Quincy|city|IL|ent_il|39.9356|-91.40987|40780
Sherman|city|TX|ent_tx|33.63566|-96.60888|40667
Hagerstown|city|MD|ent_md|39.64176|-77.71999|40432
Warren|city|OH|ent_oh|41.23756|-80.81842|40245
Florence|city|AL|ent_al|34.79981|-87.67725|40026
Shakopee|city|MN|ent_mn|44.79802|-93.5269|39981
Lancaster|city|OH|ent_oh|39.71368|-82.59933|39766
Meridian|city|MS|ent_ms|32.36431|-88.70366|39661
Clovis|city|NM|ent_nm|34.4048|-103.20523|39480
Dover|city|DE|ent_de|39.15817|-75.52437|39403
Wausau|city|WI|ent_wi|44.95914|-89.63012|39094
Gainesville|city|GA|ent_ga|34.29788|-83.82407|38712
Rock Island|city|IL|ent_il|41.50948|-90.57875|38620
Muskogee|city|OK|ent_ok|35.74788|-95.36969|38456
Muskegon|city|MI|ent_mi|43.23418|-86.24839|38401
Panama City|city|FL|ent_fl|30.15946|-85.65983|38286
Florence|city|SC|ent_sc|34.19543|-79.76256|38228
Martinez|city|CA|ent_ca|38.01937|-122.13413|38137
Delaware|city|OH|ent_oh|40.29867|-83.06797|37995
Lima|city|OH|ent_oh|40.74255|-84.10523|37873
Spartanburg|city|SC|ent_sc|34.94957|-81.93205|37867
Brighton|city|CO|ent_co|39.98526|-104.82053|37585
Phenix City|city|AL|ent_al|32.47098|-85.00077|37570
Hollister|city|CA|ent_ca|36.85245|-121.4016|37462
Newnan|city|GA|ent_ga|33.38067|-84.79966|37291
Grants Pass|city|OR|ent_or|42.43933|-123.33067|37088
Columbia|city|TN|ent_tn|35.61507|-87.03528|36800
New Albany|city|IN|ent_in|38.28562|-85.82413|36732
Bartlesville|city|OK|ent_ok|36.74731|-95.98082|36595
Marion|city|OH|ent_oh|40.58867|-83.12852|36363
Lufkin|city|TX|ent_tx|31.33824|-94.7291|36333
Rome|city|GA|ent_ga|34.25704|-85.16467|36323
Del Rio|city|TX|ent_tx|29.36273|-100.89676|36153
Gadsden|city|AL|ent_al|34.01434|-86.00639|36084
Leavenworth|city|KS|ent_ks|39.31111|-94.92246|35980
Richmond|city|IN|ent_in|39.82894|-84.89024|35854
Oregon City|city|OR|ent_or|45.35734|-122.60676|35831
Goldsboro|city|NC|ent_nc|35.38488|-77.99277|35826
Tupelo|city|MS|ent_ms|34.25807|-88.70464|35680
Hot Springs|city|AR|ent_ar|34.5037|-93.05518|35635
Prattville|city|AL|ent_al|32.46402|-86.4597|35420
Monroe|city|NC|ent_nc|34.98543|-80.54951|34623
Norristown|city|PA|ent_pa|40.1215|-75.3399|34412
Gallatin|city|TN|ent_tn|36.38838|-86.44666|34334
Houma|city|LA|ent_la|29.59577|-90.71953|34287
Butte|city|MT|ent_mt|46.00382|-112.53474|34190
Benton|city|AR|ent_ar|34.56454|-92.58683|34177
Salisbury|city|NC|ent_nc|35.67097|-80.47423|34017
Bay City|city|MI|ent_mi|43.59447|-83.88886|33917
Nacogdoches|city|TX|ent_tx|31.60351|-94.65549|33894
McMinnville|city|OR|ent_or|45.21012|-123.19872|33892
Dalton|city|GA|ent_ga|34.7698|-84.97022|33853
Wenatchee|city|WA|ent_wa|47.42346|-120.31035|33636
New City|city|NY|ent_ny|41.1476|-73.98931|33559
Richmond|city|KY|ent_ky|37.74786|-84.29465|33533
Hinesville|city|GA|ent_ga|31.84688|-81.59595|33398
Waxahachie|city|TX|ent_tx|32.38653|-96.84833|33384
Pekin|city|IL|ent_il|40.56754|-89.64066|33223
Tooele|city|UT|ent_ut|40.53078|-112.29828|33157
Jackson|city|MI|ent_mi|42.24587|-84.40135|33133
Kearney|city|NE|ent_ne|40.69946|-99.08148|33021
Manitowoc|city|WI|ent_wi|44.08861|-87.65758|33010
Goshen|city|IN|ent_in|41.58227|-85.83444|32983
Salisbury|city|MD|ent_md|38.36067|-75.59937|32899
Douglasville|city|GA|ent_ga|33.7515|-84.74771|32897
Gillette|city|WY|ent_wy|44.29109|-105.50222|32649
Valparaiso|city|IN|ent_in|41.47309|-87.06114|32626
Lewiston|city|ID|ent_id|46.41655|-117.01766|32544
Petersburg|city|VA|ent_va|37.22793|-77.40193|32477
Bangor|city|ME|ent_me|44.79884|-68.77265|32391
Georgetown|city|KY|ent_ky|38.2098|-84.55883|32356
Fairbanks|city|AK|ent_ak|64.83778|-147.71639|32325
Walla Walla|city|WA|ent_wa|46.06458|-118.34302|32237
Hopkinsville|city|KY|ent_ky|36.86561|-87.49117|32205
Laramie|city|WY|ent_wy|41.31137|-105.5911|32158
Greenville|city|MS|ent_ms|33.40898|-91.05978|32156
Cookeville|city|TN|ent_tn|36.16284|-85.50164|32113
Danville|city|IL|ent_il|40.12448|-87.63002|32108
Helena|city|MT|ent_mt|46.59271|-112.03611|32091
West Bend|city|WI|ent_wi|43.42528|-88.18343|31695
Juneau|city|AK|ent_ak|58.30194|-134.41972|31555
Shawnee|city|OK|ent_ok|35.32729|-96.9253|31286
Galesburg|city|IL|ent_il|40.94782|-90.37124|31273
Bowling Green|city|OH|ent_oh|41.37477|-83.65132|31246
Florence|city|AZ|ent_az|33.03145|-111.38734|31110
Parkersburg|city|WV|ent_wv|39.26674|-81.56151|30991
Dover|city|NH|ent_nh|43.19786|-70.87367|30880
Ithaca|city|NY|ent_ny|42.44063|-76.49661|30788
New Iberia|city|LA|ent_la|30.00354|-91.81873|30754
Alamogordo|city|NM|ent_nm|32.89953|-105.96027|30753
Statesboro|city|GA|ent_ga|32.44879|-81.78317|30721
Morgantown|city|WV|ent_wv|39.62953|-79.9559|30708
Aiken|city|SC|ent_sc|33.56042|-81.71955|30604
Lawrenceville|city|GA|ent_ga|33.95621|-83.98796|30493
Liberty|city|MO|ent_mo|39.24611|-94.41912|30450
Poughkeepsie|city|NY|ent_ny|41.70037|-73.92097|30371
Texarkana|city|AR|ent_ar|33.44179|-94.03769|30353
Lebanon|city|TN|ent_tn|36.20811|-86.2911|30262
DeLand|city|FL|ent_fl|29.02832|-81.30312|30195
New Bern|city|NC|ent_nc|35.10849|-77.04411|30070
Cleburne|city|TX|ent_tx|32.34764|-97.38668|30020
Nicholasville|city|KY|ent_ky|37.88063|-84.573|29754
Elizabethtown|city|KY|ent_ky|37.69395|-85.85913|29678
Opelika|city|AL|ent_al|32.64541|-85.37828|29527
Morristown|city|TN|ent_tn|36.21398|-83.29489|29478
Port Huron|city|MI|ent_mi|42.97086|-82.42491|29330
Williamsport|city|PA|ent_pa|41.24119|-77.00108|29201
Russellville|city|AR|ent_ar|35.27842|-93.13379|29166
Sanford|city|NC|ent_nc|35.47988|-79.1803|29144
Marion|city|IN|ent_in|40.55837|-85.65914|29081
Carlsbad|city|NM|ent_nm|32.42067|-104.22884|28957
Kingman|city|AZ|ent_az|35.18944|-114.05301|28912
Henderson|city|KY|ent_ky|37.83615|-87.59001|28890
Crown Point|city|IN|ent_in|41.41698|-87.36531|28879
Big Spring|city|TX|ent_tx|32.2504|-101.47874|28862
Eagle Pass|city|TX|ent_tx|28.70914|-100.49952|28765
Weatherford|city|TX|ent_tx|32.7593|-97.79725|28742
Maryville|city|TN|ent_tn|35.75647|-83.97046|28464
Frankfort|city|KY|ent_ky|38.20091|-84.87328|28391
Elmira|city|NY|ent_ny|42.0898|-76.80773|28213
Fredericksburg|city|VA|ent_va|38.30318|-77.46054|28118
Aberdeen|city|SD|ent_sd|45.4647|-98.48648|28102
Dodge City|city|KS|ent_ks|37.7528|-100.01708|27912
Paragould|city|AR|ent_ar|36.0584|-90.49733|27900
Seguin|city|TX|ent_tx|29.56884|-97.96473|27864
Queensbury|city|NY|ent_ny|43.37729|-73.61317|27703
Rexburg|city|ID|ent_id|43.82602|-111.78969|27663
Wheeling|city|WV|ent_wv|40.06396|-80.72091|27648
Marshalltown|city|IA|ent_ia|42.04943|-92.90798|27620
Mason City|city|IA|ent_ia|43.15357|-93.20104|27366
Anderson|city|SC|ent_sc|34.50344|-82.65013|27335
Winchester|city|VA|ent_va|39.18566|-78.16333|27284
Winona|city|MN|ent_mn|44.04996|-91.63932|27094
Eureka|city|CA|ent_ca|40.80207|-124.16367|27017
Garden City|city|KS|ent_ks|37.97169|-100.87266|27005
Auburn|city|NY|ent_ny|42.93173|-76.56605|26985
Williston|city|ND|ent_nd|48.14697|-103.61797|26977
Easton|city|PA|ent_pa|40.68843|-75.22073|26915
Watertown|city|NY|ent_ny|43.97478|-75.91076|26780
Wooster|city|OH|ent_oh|40.80517|-81.93646|26749
Kankakee|city|IL|ent_il|41.12003|-87.86115|26676
Stevens Point|city|WI|ent_wi|44.52358|-89.57456|26604
Superior|city|WI|ent_wi|46.72077|-92.10408|26579
Greenville|city|TX|ent_tx|33.13845|-96.11081|26515
Fremont|city|NE|ent_ne|41.43333|-96.49808|26474
Medina|city|OH|ent_oh|41.13839|-81.86375|26339
Kingsville|city|TX|ent_tx|27.51587|-97.85611|26225
Statesville|city|NC|ent_nc|35.78264|-80.8873|26221
Carrollton|city|GA|ent_ga|33.58011|-85.07661|26203
Asheboro|city|NC|ent_nc|35.70791|-79.81364|26103
Clinton|city|IA|ent_ia|41.84447|-90.18874|26064
Mount Pleasant|city|MI|ent_mi|43.59781|-84.76751|26060
Xenia|city|OH|ent_oh|39.68478|-83.92965|25976
Key West|city|FL|ent_fl|24.55524|-81.78163|25755
Owatonna|city|MN|ent_mn|44.08385|-93.22604|25725
Troy|city|OH|ent_oh|40.0395|-84.20328|25659
Lebanon|city|PA|ent_pa|40.34093|-76.41135|25534
Zanesville|city|OH|ent_oh|39.94035|-82.01319|25498
Canton|city|GA|ent_ga|34.23676|-84.49076|25469
Salem|city|VA|ent_va|37.29347|-80.05476|25432
Burlington|city|IA|ent_ia|40.80754|-91.11292|25410
Starkville|city|MS|ent_ms|33.45049|-88.81961|25366
Sandusky|city|OH|ent_oh|41.44894|-82.70796|25212
Chaska|city|MN|ent_mn|44.78941|-93.60218|25199
Woodstock|city|IL|ent_il|42.31474|-88.4487|25189
Ardmore|city|OK|ent_ok|34.17426|-97.14363|25176
Belvidere|city|IL|ent_il|42.26391|-88.84427|25132
Moscow|city|ID|ent_id|46.73239|-117.00017|25060
Athens|city|OH|ent_oh|39.32924|-82.10126|25044
Bridgeton|city|NJ|ent_nj|39.42734|-75.23408|25031
Edwardsville|city|IL|ent_il|38.81144|-89.95316|24992
Athens|city|AL|ent_al|34.80243|-86.97219|24966
Hastings|city|NE|ent_ne|40.58612|-98.38839|24924
Paducah|city|KY|ent_ky|37.08339|-88.60005|24864
Paris|city|TX|ent_tx|33.66094|-95.55551|24782
Dedham|city|MA|ent_ma|42.24177|-71.16616|24729
Fort Dodge|city|IA|ent_ia|42.49747|-94.16802|24649
Emporia|city|KS|ent_ks|38.4039|-96.18166|24649
Ottumwa|city|IA|ent_ia|41.02001|-92.4113|24624
Junction City|city|KS|ent_ks|39.02861|-96.8314|24621
Franklin|city|IN|ent_in|39.48061|-86.05499|24598
Freeport|city|IL|ent_il|42.29669|-89.62123|24476
Staunton|city|VA|ent_va|38.14991|-79.0732|24416
Searcy|city|AR|ent_ar|35.25064|-91.73625|24196
North Platte|city|NE|ent_ne|41.12389|-100.76542|24194
Fairfax|city|VA|ent_va|38.84622|-77.30637|24013
Muscatine|city|IA|ent_ia|41.42447|-91.04321|23968
Elk River|city|MN|ent_mn|45.30385|-93.56718|23963
Corsicana|city|TX|ent_tx|32.09543|-96.46887|23952
Marshall|city|TX|ent_tx|32.54487|-94.36742|23820
Dickinson|city|ND|ent_nd|46.87918|-102.78962|23765
Brookings|city|SD|ent_sd|44.31136|-96.79839|23657
Faribault|city|MN|ent_mn|44.29496|-93.26883|23650
Brandon|city|MS|ent_ms|32.2732|-89.98592|23529
Kingston|city|NY|ent_ny|41.92704|-73.99736|23436
McDonough|city|GA|ent_ga|33.44734|-84.14686|23417
Crestview|city|FL|ent_fl|30.76213|-86.57051|23270
Keene|city|NH|ent_nh|42.93369|-72.27814|23265
Greenwood|city|SC|ent_sc|34.1954|-82.16179|23260
Gallup|city|NM|ent_nm|35.52808|-108.74258|23240
Duncan|city|OK|ent_ok|34.5023|-97.95781|23231
Griffin|city|GA|ent_ga|33.24678|-84.26409|23211
Kerrville|city|TX|ent_tx|30.04743|-99.14032|23136
Vicksburg|city|MS|ent_ms|32.35265|-90.87788|23131
Van Buren|city|AR|ent_ar|35.43676|-94.34827|23081
Auburn|city|ME|ent_me|44.09785|-70.23117|22871
Marysville|city|OH|ent_oh|40.23645|-83.36714|22817
Farmington|city|UT|ent_ut|40.9805|-111.88744|22566
Hastings|city|MN|ent_mn|44.7433|-92.85243|22554
Hopewell|city|VA|ent_va|37.30432|-77.2872|22378
New Castle|city|PA|ent_pa|41.00367|-80.34701|22375
Anniston|city|AL|ent_al|33.65983|-85.83163|22347
Ruston|city|LA|ent_la|32.52321|-92.63793|22340
Oxford|city|MS|ent_ms|34.3665|-89.51925|22314
Pascagoula|city|MS|ent_ms|30.36576|-88.55613|22126
Roseburg|city|OR|ent_or|43.2165|-123.34174|22114
Watertown|city|SD|ent_sd|44.89941|-97.11507|22073
Kalispell|city|MT|ent_mt|48.19579|-114.31291|22052
Decatur|city|GA|ent_ga|33.77483|-84.29631|21957
Christiansburg|city|VA|ent_va|37.12985|-80.40894|21943
Geneva|city|IL|ent_il|41.88753|-88.30535|21806
Chillicothe|city|OH|ent_oh|39.33312|-82.9824|21727
Lumberton|city|NC|ent_nc|34.61834|-79.01045|21667
Sedalia|city|MO|ent_mo|38.70446|-93.22826|21516
Naples|city|FL|ent_fl|26.14234|-81.79596|21512
Greenfield|city|IN|ent_in|39.78504|-85.76942|21497
Waynesboro|city|VA|ent_va|38.06847|-78.88947|21491
Klamath Falls|city|OR|ent_or|42.22487|-121.78167|21399
Mandan|city|ND|ent_nd|46.82666|-100.88958|21382
Kinston|city|NC|ent_nc|35.26266|-77.58164|21337
Shelbyville|city|TN|ent_tn|35.48341|-86.46027|21317
Marquette|city|MI|ent_mi|46.54354|-87.39542|21297
Charleston|city|IL|ent_il|39.49615|-88.17615|21196
Hays|city|KS|ent_ks|38.87918|-99.32677|21092
Conway|city|SC|ent_sc|33.836|-79.04781|21053
Plainview|city|TX|ent_tx|34.18479|-101.70684|20919
Sidney|city|OH|ent_oh|40.28422|-84.1555|20858
Liberal|city|KS|ent_ks|37.04308|-100.921|20746
Chambersburg|city|PA|ent_pa|39.93759|-77.6611|20691
Adrian|city|MI|ent_mi|41.89755|-84.03717|20691
Lockport|city|NY|ent_ny|43.17061|-78.69031|20624
Lebanon|city|OH|ent_oh|39.43534|-84.20299|20623
Sapulpa|city|OK|ent_ok|35.9987|-96.11417|20579
Belton|city|TX|ent_tx|31.05601|-97.46445|20547
Portsmouth|city|OH|ent_oh|38.73174|-82.99767|20409
Golden|city|CO|ent_co|39.75554|-105.2211|20330
Cartersville|city|GA|ent_ga|34.16533|-84.80231|20319
Ashland|city|OH|ent_oh|40.86867|-82.31822|20317
Elko|city|NV|ent_nv|40.83242|-115.76312|20279
Nogales|city|AZ|ent_az|31.34038|-110.93425|20252
Shelby|city|NC|ent_nc|35.29235|-81.53565|20189
Lexington|city|SC|ent_sc|33.98154|-81.23621|20138
Cumberland|city|MD|ent_md|39.65287|-78.76252|20130
Stephenville|city|TX|ent_tx|32.2207|-98.20226|20120
Monroe|city|MI|ent_mi|41.91643|-83.39771|20092
Rolla|city|MO|ent_mo|37.95143|-91.77127|20019
Warrensburg|city|MO|ent_mo|38.76279|-93.73605|19927
West Chester|city|PA|ent_pa|39.96097|-75.60804|19842
Plattsburgh|city|NY|ent_ny|44.69949|-73.45291|19806
Painesville|city|OH|ent_oh|41.72449|-81.24566|19776
Willmar|city|MN|ent_mn|45.12191|-95.04334|19638
Madisonville|city|KY|ent_ky|37.3281|-87.49889|19539
Selma|city|AL|ent_al|32.40736|-87.0211|19519
Papillion|city|NE|ent_ne|41.15444|-96.04224|19510
Port Angeles|city|WA|ent_wa|48.11815|-123.43074|19448
Angleton|city|TX|ent_tx|29.16941|-95.43188|19429
Alice|city|TX|ent_tx|27.75225|-98.06972|19408
Orange|city|TX|ent_tx|30.09299|-93.73655|19347
Lexington|city|NC|ent_nc|35.82403|-80.25338|19326
Newton|city|KS|ent_ks|38.04668|-97.34504|19216
Altus|city|OK|ent_ok|34.63813|-99.33398|19214
Carlisle|city|PA|ent_pa|40.20148|-77.18887|19143
Mineola|city|NY|ent_ny|40.74927|-73.64068|19139
Shelbyville|city|IN|ent_in|39.52144|-85.77692|19133
Ozark|city|MO|ent_mo|37.02089|-93.20602|19120
Jacksonville|city|IL|ent_il|39.73394|-90.22901|19103
Montrose|city|CO|ent_co|38.47832|-107.87617|19062
Brownwood|city|TX|ent_tx|31.70932|-98.99116|19031
Ellensburg|city|WA|ent_wa|46.99651|-120.54785|19001
Claremore|city|OK|ent_ok|36.3126|-95.61609|18997
Bartow|city|FL|ent_fl|27.89641|-81.84314|18972
Murray|city|KY|ent_ky|36.61033|-88.31476|18954
Milledgeville|city|GA|ent_ga|33.08014|-83.2321|18931
Stillwater|city|MN|ent_mn|45.05636|-92.80604|18924
Cortland|city|NY|ent_ny|42.60118|-76.18048|18907
Augusta|city|ME|ent_me|44.31062|-69.77949|18899
Troy|city|AL|ent_al|31.80877|-85.96995|18853
Brigham City|city|UT|ent_ut|41.51021|-112.0155|18752
Thomasville|city|GA|ent_ga|30.83658|-83.97878|18742
Fairmont|city|WV|ent_wv|39.48508|-80.14258|18733
Westminster|city|MD|ent_md|39.57538|-76.99581|18670
Morristown|city|NJ|ent_nj|40.79677|-74.48154|18594
Macomb|city|IL|ent_il|40.45921|-90.6718|18547
El Reno|city|OK|ent_ok|35.53227|-97.95505|18516
Yorkville|city|IL|ent_il|41.64114|-88.44729|18451
Winchester|city|KY|ent_ky|37.99008|-84.17965|18446
El Dorado|city|AR|ent_ar|33.20763|-92.66627|18386
Natchitoches|city|LA|ent_la|31.76072|-93.08627|18365
Ottawa|city|IL|ent_il|41.34559|-88.84258|18342
McAlester|city|OK|ent_ok|34.93343|-95.76971|18310
Palestine|city|TX|ent_tx|31.76212|-95.63079|18288
Steubenville|city|OH|ent_oh|40.36979|-80.63396|18219
Farmington|city|MO|ent_mo|37.78088|-90.42179|18181
Pampa|city|TX|ent_tx|35.53616|-100.95987|18177
Boone|city|NC|ent_nc|36.21679|-81.67455|18156
Punta Gorda|city|FL|ent_fl|26.92978|-82.04537|18150
Vincennes|city|IN|ent_in|38.67727|-87.52863|18012
Durango|city|CO|ent_co|37.27528|-107.88007|18006
Elizabeth City|city|NC|ent_nc|36.2946|-76.25105|17988
Wisconsin Rapids|city|WI|ent_wi|44.38358|-89.81735|17897
Lenoir|city|NC|ent_nc|35.91402|-81.53898|17888
Gretna|city|LA|ent_la|29.91465|-90.05396|17880
Sheridan|city|WY|ent_wy|44.79719|-106.95618|17873
Colonial Heights|city|VA|ent_va|37.26804|-77.40726|17820
Marion|city|IL|ent_il|37.73061|-88.93313|17803
Logansport|city|IN|ent_in|40.75448|-86.35667|17793
Oswego|city|NY|ent_ny|43.45535|-76.5105|17787
Sycamore|city|IL|ent_il|41.98892|-88.68675|17712
Martinsburg|city|WV|ent_wv|39.45621|-77.96389|17700
Tiffin|city|OH|ent_oh|41.1145|-83.17797|17687
Albert Lea|city|MN|ent_mn|43.64801|-93.36827|17674
New Castle|city|IN|ent_in|39.92894|-85.37025|17621
Bay City|city|TX|ent_tx|28.98276|-95.9694|17598
Culpeper|city|VA|ent_va|38.47318|-77.99666|17557
Kirksville|city|MO|ent_mo|40.19475|-92.58325|17520
New Philadelphia|city|OH|ent_oh|40.48979|-81.44567|17484
Radford|city|VA|ent_va|37.13179|-80.57645|17403
Anoka|city|MN|ent_mn|45.19774|-93.38718|17350
Ada|city|OK|ent_ok|34.77453|-96.67834|17303
Durant|city|OK|ent_ok|33.99399|-96.37082|17286
Poplar Bluff|city|MO|ent_mo|36.757|-90.39289|17266
Bristol|city|VA|ent_va|36.59649|-82.18847|17141
Huntington|city|IN|ent_in|40.8831|-85.49748|17095
Beckley|city|WV|ent_wv|37.77817|-81.18816|17056
Fayetteville|city|GA|ent_ga|33.44873|-84.45493|16990
Pendleton|city|OR|ent_or|45.67207|-118.7886|16881
Clarksdale|city|MS|ent_ms|34.20011|-90.57093|16847
Norwalk|city|OH|ent_oh|41.24255|-82.61573|16827
Springfield|city|TN|ent_tn|36.50921|-86.885|16808
Dyersburg|city|TN|ent_tn|36.03452|-89.38563|16781
Defiance|city|OH|ent_oh|41.28449|-84.35578|16776
Chalmette|city|LA|ent_la|29.94296|-89.96537|16751
Tifton|city|GA|ent_ga|31.45046|-83.5085|16725
Morganton|city|NC|ent_nc|35.74541|-81.68482|16692
Danville|city|KY|ent_ky|37.64563|-84.77217|16690
Easton|city|MD|ent_md|38.77428|-76.07633|16617
Tahlequah|city|OK|ent_ok|35.91537|-94.96996|16598
Opelousas|city|LA|ent_la|30.53353|-92.08151|16591
Brenham|city|TX|ent_tx|30.16688|-96.39774|16579
Sevierville|city|TN|ent_tn|35.86815|-83.56184|16490
Chickasha|city|OK|ent_ok|35.05257|-97.93643|16488
Uvalde|city|TX|ent_tx|29.20968|-99.78617|16476
Stuart|city|FL|ent_fl|27.19755|-80.25283|16462
Red Wing|city|MN|ent_mn|44.56247|-92.5338|16445
Mount Clemens|city|MI|ent_mi|42.59726|-82.87798|16400
Vero Beach|city|FL|ent_fl|27.63864|-80.39727|16358
Calhoun|city|GA|ent_ga|34.50259|-84.95105|16309
Fremont|city|OH|ent_oh|41.35033|-83.12186|16297
Gainesville|city|TX|ent_tx|33.62594|-97.13335|16292
Oroville|city|CA|ent_ca|39.51394|-121.55776|16260
Laconia|city|NH|ent_nh|43.52785|-71.47035|16227
Dublin|city|GA|ent_ga|32.54044|-82.90375|16197
Brunswick|city|GA|ent_ga|31.15013|-81.49147|16157
Clarksburg|city|WV|ent_wv|39.28065|-80.34453|16152
Sulphur Springs|city|TX|ent_tx|33.13845|-95.60107|16098
Frankfort|city|IN|ent_in|40.27948|-86.51084|16060
Mount Pleasant|city|TX|ent_tx|33.15679|-94.96827|16051
Americus|city|GA|ent_ga|32.07239|-84.23269|16028
Buffalo|city|MN|ent_mn|45.17191|-93.87469|16026
Crawfordsville|city|IN|ent_in|40.04115|-86.87445|16024
Albemarle|city|NC|ent_nc|35.35014|-80.20006|16003
Burlington|city|KY|ent_ky|39.02756|-84.72411|15926
Ukiah|city|CA|ent_ca|39.15017|-123.20778|15917
Lebanon|city|IN|ent_in|40.04837|-86.46917|15892
Clayton|city|MO|ent_mo|38.64255|-90.32373|15884
Conyers|city|GA|ent_ga|33.66761|-84.01769|15875
Rutland|city|VT|ent_vt|43.61062|-72.97261|15824
